"date_sk","full_date","year_num","quarter_num","month_num","month_name","day_num","day_name","day_of_week_num","is_weekend","year_month_label"
20200920,"2020-09-20",2020,3,9,Sep,20,Sunday,7,1,"2020-Sep"
20200921,"2020-09-21",2020,3,9,Sep,21,Monday,1,0,"2020-Sep"
20200922,"2020-09-22",2020,3,9,Sep,22,Tuesday,2,0,"2020-Sep"
20200923,"2020-09-23",2020,3,9,Sep,23,Wednesday,3,0,"2020-Sep"
20200924,"2020-09-24",2020,3,9,Sep,24,Thursday,4,0,"2020-Sep"
20200925,"2020-09-25",2020,3,9,Sep,25,Friday,5,0,"2020-Sep"
20200926,"2020-09-26",2020,3,9,Sep,26,Saturday,6,1,"2020-Sep"
20200927,"2020-09-27",2020,3,9,Sep,27,Sunday,7,1,"2020-Sep"
20200928,"2020-09-28",2020,3,9,Sep,28,Monday,1,0,"2020-Sep"
20200929,"2020-09-29",2020,3,9,Sep,29,Tuesday,2,0,"2020-Sep"
20200930,"2020-09-30",2020,3,9,Sep,30,Wednesday,3,0,"2020-Sep"
20201001,"2020-10-01",2020,4,10,Oct,1,Thursday,4,0,"2020-Oct"
20201002,"2020-10-02",2020,4,10,Oct,2,Friday,5,0,"2020-Oct"
20201003,"2020-10-03",2020,4,10,Oct,3,Saturday,6,1,"2020-Oct"
20201004,"2020-10-04",2020,4,10,Oct,4,Sunday,7,1,"2020-Oct"
20201005,"2020-10-05",2020,4,10,Oct,5,Monday,1,0,"2020-Oct"
20201006,"2020-10-06",2020,4,10,Oct,6,Tuesday,2,0,"2020-Oct"
20201007,"2020-10-07",2020,4,10,Oct,7,Wednesday,3,0,"2020-Oct"
20201008,"2020-10-08",2020,4,10,Oct,8,Thursday,4,0,"2020-Oct"
20201009,"2020-10-09",2020,4,10,Oct,9,Friday,5,0,"2020-Oct"
20201010,"2020-10-10",2020,4,10,Oct,10,Saturday,6,1,"2020-Oct"
20201011,"2020-10-11",2020,4,10,Oct,11,Sunday,7,1,"2020-Oct"
20201012,"2020-10-12",2020,4,10,Oct,12,Monday,1,0,"2020-Oct"
20201013,"2020-10-13",2020,4,10,Oct,13,Tuesday,2,0,"2020-Oct"
20201014,"2020-10-14",2020,4,10,Oct,14,Wednesday,3,0,"2020-Oct"
20201015,"2020-10-15",2020,4,10,Oct,15,Thursday,4,0,"2020-Oct"
20201016,"2020-10-16",2020,4,10,Oct,16,Friday,5,0,"2020-Oct"
20201017,"2020-10-17",2020,4,10,Oct,17,Saturday,6,1,"2020-Oct"
20201018,"2020-10-18",2020,4,10,Oct,18,Sunday,7,1,"2020-Oct"
20201019,"2020-10-19",2020,4,10,Oct,19,Monday,1,0,"2020-Oct"
20201020,"2020-10-20",2020,4,10,Oct,20,Tuesday,2,0,"2020-Oct"
20201021,"2020-10-21",2020,4,10,Oct,21,Wednesday,3,0,"2020-Oct"
20201022,"2020-10-22",2020,4,10,Oct,22,Thursday,4,0,"2020-Oct"
20201023,"2020-10-23",2020,4,10,Oct,23,Friday,5,0,"2020-Oct"
20201024,"2020-10-24",2020,4,10,Oct,24,Saturday,6,1,"2020-Oct"
20201025,"2020-10-25",2020,4,10,Oct,25,Sunday,7,1,"2020-Oct"
20201026,"2020-10-26",2020,4,10,Oct,26,Monday,1,0,"2020-Oct"
20201027,"2020-10-27",2020,4,10,Oct,27,Tuesday,2,0,"2020-Oct"
20201028,"2020-10-28",2020,4,10,Oct,28,Wednesday,3,0,"2020-Oct"
20201029,"2020-10-29",2020,4,10,Oct,29,Thursday,4,0,"2020-Oct"
20201030,"2020-10-30",2020,4,10,Oct,30,Friday,5,0,"2020-Oct"
20201031,"2020-10-31",2020,4,10,Oct,31,Saturday,6,1,"2020-Oct"
20201101,"2020-11-01",2020,4,11,Nov,1,Sunday,7,1,"2020-Nov"
20201102,"2020-11-02",2020,4,11,Nov,2,Monday,1,0,"2020-Nov"
20201103,"2020-11-03",2020,4,11,Nov,3,Tuesday,2,0,"2020-Nov"
20201104,"2020-11-04",2020,4,11,Nov,4,Wednesday,3,0,"2020-Nov"
20201105,"2020-11-05",2020,4,11,Nov,5,Thursday,4,0,"2020-Nov"
20201106,"2020-11-06",2020,4,11,Nov,6,Friday,5,0,"2020-Nov"
20201107,"2020-11-07",2020,4,11,Nov,7,Saturday,6,1,"2020-Nov"
20201108,"2020-11-08",2020,4,11,Nov,8,Sunday,7,1,"2020-Nov"
20201109,"2020-11-09",2020,4,11,Nov,9,Monday,1,0,"2020-Nov"
20201110,"2020-11-10",2020,4,11,Nov,10,Tuesday,2,0,"2020-Nov"
20201111,"2020-11-11",2020,4,11,Nov,11,Wednesday,3,0,"2020-Nov"
20201112,"2020-11-12",2020,4,11,Nov,12,Thursday,4,0,"2020-Nov"
20201113,"2020-11-13",2020,4,11,Nov,13,Friday,5,0,"2020-Nov"
20201114,"2020-11-14",2020,4,11,Nov,14,Saturday,6,1,"2020-Nov"
20201115,"2020-11-15",2020,4,11,Nov,15,Sunday,7,1,"2020-Nov"
20201116,"2020-11-16",2020,4,11,Nov,16,Monday,1,0,"2020-Nov"
20201117,"2020-11-17",2020,4,11,Nov,17,Tuesday,2,0,"2020-Nov"
20201118,"2020-11-18",2020,4,11,Nov,18,Wednesday,3,0,"2020-Nov"
20201119,"2020-11-19",2020,4,11,Nov,19,Thursday,4,0,"2020-Nov"
20201120,"2020-11-20",2020,4,11,Nov,20,Friday,5,0,"2020-Nov"
20201121,"2020-11-21",2020,4,11,Nov,21,Saturday,6,1,"2020-Nov"
20201122,"2020-11-22",2020,4,11,Nov,22,Sunday,7,1,"2020-Nov"
20201123,"2020-11-23",2020,4,11,Nov,23,Monday,1,0,"2020-Nov"
20201124,"2020-11-24",2020,4,11,Nov,24,Tuesday,2,0,"2020-Nov"
20201125,"2020-11-25",2020,4,11,Nov,25,Wednesday,3,0,"2020-Nov"
20201126,"2020-11-26",2020,4,11,Nov,26,Thursday,4,0,"2020-Nov"
20201127,"2020-11-27",2020,4,11,Nov,27,Friday,5,0,"2020-Nov"
20201128,"2020-11-28",2020,4,11,Nov,28,Saturday,6,1,"2020-Nov"
20201129,"2020-11-29",2020,4,11,Nov,29,Sunday,7,1,"2020-Nov"
20201130,"2020-11-30",2020,4,11,Nov,30,Monday,1,0,"2020-Nov"
20201201,"2020-12-01",2020,4,12,Dec,1,Tuesday,2,0,"2020-Dec"
20201202,"2020-12-02",2020,4,12,Dec,2,Wednesday,3,0,"2020-Dec"
20201203,"2020-12-03",2020,4,12,Dec,3,Thursday,4,0,"2020-Dec"
20201204,"2020-12-04",2020,4,12,Dec,4,Friday,5,0,"2020-Dec"
20201205,"2020-12-05",2020,4,12,Dec,5,Saturday,6,1,"2020-Dec"
20201206,"2020-12-06",2020,4,12,Dec,6,Sunday,7,1,"2020-Dec"
20201207,"2020-12-07",2020,4,12,Dec,7,Monday,1,0,"2020-Dec"
20201208,"2020-12-08",2020,4,12,Dec,8,Tuesday,2,0,"2020-Dec"
20201209,"2020-12-09",2020,4,12,Dec,9,Wednesday,3,0,"2020-Dec"
20201210,"2020-12-10",2020,4,12,Dec,10,Thursday,4,0,"2020-Dec"
20201211,"2020-12-11",2020,4,12,Dec,11,Friday,5,0,"2020-Dec"
20201212,"2020-12-12",2020,4,12,Dec,12,Saturday,6,1,"2020-Dec"
20201213,"2020-12-13",2020,4,12,Dec,13,Sunday,7,1,"2020-Dec"
20201214,"2020-12-14",2020,4,12,Dec,14,Monday,1,0,"2020-Dec"
20201215,"2020-12-15",2020,4,12,Dec,15,Tuesday,2,0,"2020-Dec"
20201216,"2020-12-16",2020,4,12,Dec,16,Wednesday,3,0,"2020-Dec"
20201217,"2020-12-17",2020,4,12,Dec,17,Thursday,4,0,"2020-Dec"
20201218,"2020-12-18",2020,4,12,Dec,18,Friday,5,0,"2020-Dec"
20201219,"2020-12-19",2020,4,12,Dec,19,Saturday,6,1,"2020-Dec"
20201220,"2020-12-20",2020,4,12,Dec,20,Sunday,7,1,"2020-Dec"
20201221,"2020-12-21",2020,4,12,Dec,21,Monday,1,0,"2020-Dec"
20201222,"2020-12-22",2020,4,12,Dec,22,Tuesday,2,0,"2020-Dec"
20201223,"2020-12-23",2020,4,12,Dec,23,Wednesday,3,0,"2020-Dec"
20201224,"2020-12-24",2020,4,12,Dec,24,Thursday,4,0,"2020-Dec"
20201225,"2020-12-25",2020,4,12,Dec,25,Friday,5,0,"2020-Dec"
20201226,"2020-12-26",2020,4,12,Dec,26,Saturday,6,1,"2020-Dec"
20201227,"2020-12-27",2020,4,12,Dec,27,Sunday,7,1,"2020-Dec"
20201228,"2020-12-28",2020,4,12,Dec,28,Monday,1,0,"2020-Dec"
20201229,"2020-12-29",2020,4,12,Dec,29,Tuesday,2,0,"2020-Dec"
20201230,"2020-12-30",2020,4,12,Dec,30,Wednesday,3,0,"2020-Dec"
20201231,"2020-12-31",2020,4,12,Dec,31,Thursday,4,0,"2020-Dec"
20210101,"2021-01-01",2021,1,1,Jan,1,Friday,5,0,"2021-Jan"
20210102,"2021-01-02",2021,1,1,Jan,2,Saturday,6,1,"2021-Jan"
20210103,"2021-01-03",2021,1,1,Jan,3,Sunday,7,1,"2021-Jan"
20210104,"2021-01-04",2021,1,1,Jan,4,Monday,1,0,"2021-Jan"
20210105,"2021-01-05",2021,1,1,Jan,5,Tuesday,2,0,"2021-Jan"
20210106,"2021-01-06",2021,1,1,Jan,6,Wednesday,3,0,"2021-Jan"
20210107,"2021-01-07",2021,1,1,Jan,7,Thursday,4,0,"2021-Jan"
20210108,"2021-01-08",2021,1,1,Jan,8,Friday,5,0,"2021-Jan"
20210109,"2021-01-09",2021,1,1,Jan,9,Saturday,6,1,"2021-Jan"
20210110,"2021-01-10",2021,1,1,Jan,10,Sunday,7,1,"2021-Jan"
20210111,"2021-01-11",2021,1,1,Jan,11,Monday,1,0,"2021-Jan"
20210112,"2021-01-12",2021,1,1,Jan,12,Tuesday,2,0,"2021-Jan"
20210113,"2021-01-13",2021,1,1,Jan,13,Wednesday,3,0,"2021-Jan"
20210114,"2021-01-14",2021,1,1,Jan,14,Thursday,4,0,"2021-Jan"
20210115,"2021-01-15",2021,1,1,Jan,15,Friday,5,0,"2021-Jan"
20210116,"2021-01-16",2021,1,1,Jan,16,Saturday,6,1,"2021-Jan"
20210117,"2021-01-17",2021,1,1,Jan,17,Sunday,7,1,"2021-Jan"
20210118,"2021-01-18",2021,1,1,Jan,18,Monday,1,0,"2021-Jan"
20210119,"2021-01-19",2021,1,1,Jan,19,Tuesday,2,0,"2021-Jan"
20210120,"2021-01-20",2021,1,1,Jan,20,Wednesday,3,0,"2021-Jan"
20210121,"2021-01-21",2021,1,1,Jan,21,Thursday,4,0,"2021-Jan"
20210122,"2021-01-22",2021,1,1,Jan,22,Friday,5,0,"2021-Jan"
20210123,"2021-01-23",2021,1,1,Jan,23,Saturday,6,1,"2021-Jan"
20210124,"2021-01-24",2021,1,1,Jan,24,Sunday,7,1,"2021-Jan"
20210125,"2021-01-25",2021,1,1,Jan,25,Monday,1,0,"2021-Jan"
20210126,"2021-01-26",2021,1,1,Jan,26,Tuesday,2,0,"2021-Jan"
20210127,"2021-01-27",2021,1,1,Jan,27,Wednesday,3,0,"2021-Jan"
20210128,"2021-01-28",2021,1,1,Jan,28,Thursday,4,0,"2021-Jan"
20210129,"2021-01-29",2021,1,1,Jan,29,Friday,5,0,"2021-Jan"
20210130,"2021-01-30",2021,1,1,Jan,30,Saturday,6,1,"2021-Jan"
20210131,"2021-01-31",2021,1,1,Jan,31,Sunday,7,1,"2021-Jan"
20210201,"2021-02-01",2021,1,2,Feb,1,Monday,1,0,"2021-Feb"
20210202,"2021-02-02",2021,1,2,Feb,2,Tuesday,2,0,"2021-Feb"
20210203,"2021-02-03",2021,1,2,Feb,3,Wednesday,3,0,"2021-Feb"
20210204,"2021-02-04",2021,1,2,Feb,4,Thursday,4,0,"2021-Feb"
20210205,"2021-02-05",2021,1,2,Feb,5,Friday,5,0,"2021-Feb"
20210206,"2021-02-06",2021,1,2,Feb,6,Saturday,6,1,"2021-Feb"
20210207,"2021-02-07",2021,1,2,Feb,7,Sunday,7,1,"2021-Feb"
20210208,"2021-02-08",2021,1,2,Feb,8,Monday,1,0,"2021-Feb"
20210209,"2021-02-09",2021,1,2,Feb,9,Tuesday,2,0,"2021-Feb"
20210210,"2021-02-10",2021,1,2,Feb,10,Wednesday,3,0,"2021-Feb"
20210211,"2021-02-11",2021,1,2,Feb,11,Thursday,4,0,"2021-Feb"
20210212,"2021-02-12",2021,1,2,Feb,12,Friday,5,0,"2021-Feb"
20210213,"2021-02-13",2021,1,2,Feb,13,Saturday,6,1,"2021-Feb"
20210214,"2021-02-14",2021,1,2,Feb,14,Sunday,7,1,"2021-Feb"
20210215,"2021-02-15",2021,1,2,Feb,15,Monday,1,0,"2021-Feb"
20210216,"2021-02-16",2021,1,2,Feb,16,Tuesday,2,0,"2021-Feb"
20210217,"2021-02-17",2021,1,2,Feb,17,Wednesday,3,0,"2021-Feb"
20210218,"2021-02-18",2021,1,2,Feb,18,Thursday,4,0,"2021-Feb"
20210219,"2021-02-19",2021,1,2,Feb,19,Friday,5,0,"2021-Feb"
20210220,"2021-02-20",2021,1,2,Feb,20,Saturday,6,1,"2021-Feb"
20210221,"2021-02-21",2021,1,2,Feb,21,Sunday,7,1,"2021-Feb"
20210222,"2021-02-22",2021,1,2,Feb,22,Monday,1,0,"2021-Feb"
20210223,"2021-02-23",2021,1,2,Feb,23,Tuesday,2,0,"2021-Feb"
20210224,"2021-02-24",2021,1,2,Feb,24,Wednesday,3,0,"2021-Feb"
20210225,"2021-02-25",2021,1,2,Feb,25,Thursday,4,0,"2021-Feb"
20210226,"2021-02-26",2021,1,2,Feb,26,Friday,5,0,"2021-Feb"
20210227,"2021-02-27",2021,1,2,Feb,27,Saturday,6,1,"2021-Feb"
20210228,"2021-02-28",2021,1,2,Feb,28,Sunday,7,1,"2021-Feb"
20210301,"2021-03-01",2021,1,3,Mar,1,Monday,1,0,"2021-Mar"
20210302,"2021-03-02",2021,1,3,Mar,2,Tuesday,2,0,"2021-Mar"
20210303,"2021-03-03",2021,1,3,Mar,3,Wednesday,3,0,"2021-Mar"
20210304,"2021-03-04",2021,1,3,Mar,4,Thursday,4,0,"2021-Mar"
20210305,"2021-03-05",2021,1,3,Mar,5,Friday,5,0,"2021-Mar"
20210306,"2021-03-06",2021,1,3,Mar,6,Saturday,6,1,"2021-Mar"
20210307,"2021-03-07",2021,1,3,Mar,7,Sunday,7,1,"2021-Mar"
20210308,"2021-03-08",2021,1,3,Mar,8,Monday,1,0,"2021-Mar"
20210309,"2021-03-09",2021,1,3,Mar,9,Tuesday,2,0,"2021-Mar"
20210310,"2021-03-10",2021,1,3,Mar,10,Wednesday,3,0,"2021-Mar"
20210311,"2021-03-11",2021,1,3,Mar,11,Thursday,4,0,"2021-Mar"
20210312,"2021-03-12",2021,1,3,Mar,12,Friday,5,0,"2021-Mar"
20210313,"2021-03-13",2021,1,3,Mar,13,Saturday,6,1,"2021-Mar"
20210314,"2021-03-14",2021,1,3,Mar,14,Sunday,7,1,"2021-Mar"
20210315,"2021-03-15",2021,1,3,Mar,15,Monday,1,0,"2021-Mar"
20210316,"2021-03-16",2021,1,3,Mar,16,Tuesday,2,0,"2021-Mar"
20210317,"2021-03-17",2021,1,3,Mar,17,Wednesday,3,0,"2021-Mar"
20210318,"2021-03-18",2021,1,3,Mar,18,Thursday,4,0,"2021-Mar"
20210319,"2021-03-19",2021,1,3,Mar,19,Friday,5,0,"2021-Mar"
20210320,"2021-03-20",2021,1,3,Mar,20,Saturday,6,1,"2021-Mar"
20210321,"2021-03-21",2021,1,3,Mar,21,Sunday,7,1,"2021-Mar"
20210322,"2021-03-22",2021,1,3,Mar,22,Monday,1,0,"2021-Mar"
20210323,"2021-03-23",2021,1,3,Mar,23,Tuesday,2,0,"2021-Mar"
20210324,"2021-03-24",2021,1,3,Mar,24,Wednesday,3,0,"2021-Mar"
20210325,"2021-03-25",2021,1,3,Mar,25,Thursday,4,0,"2021-Mar"
20210326,"2021-03-26",2021,1,3,Mar,26,Friday,5,0,"2021-Mar"
20210327,"2021-03-27",2021,1,3,Mar,27,Saturday,6,1,"2021-Mar"
20210328,"2021-03-28",2021,1,3,Mar,28,Sunday,7,1,"2021-Mar"
20210329,"2021-03-29",2021,1,3,Mar,29,Monday,1,0,"2021-Mar"
20210330,"2021-03-30",2021,1,3,Mar,30,Tuesday,2,0,"2021-Mar"
20210331,"2021-03-31",2021,1,3,Mar,31,Wednesday,3,0,"2021-Mar"
20210401,"2021-04-01",2021,2,4,Apr,1,Thursday,4,0,"2021-Apr"
20210402,"2021-04-02",2021,2,4,Apr,2,Friday,5,0,"2021-Apr"
20210403,"2021-04-03",2021,2,4,Apr,3,Saturday,6,1,"2021-Apr"
20210404,"2021-04-04",2021,2,4,Apr,4,Sunday,7,1,"2021-Apr"
20210405,"2021-04-05",2021,2,4,Apr,5,Monday,1,0,"2021-Apr"
20210406,"2021-04-06",2021,2,4,Apr,6,Tuesday,2,0,"2021-Apr"
20210407,"2021-04-07",2021,2,4,Apr,7,Wednesday,3,0,"2021-Apr"
20210408,"2021-04-08",2021,2,4,Apr,8,Thursday,4,0,"2021-Apr"
20210409,"2021-04-09",2021,2,4,Apr,9,Friday,5,0,"2021-Apr"
20210410,"2021-04-10",2021,2,4,Apr,10,Saturday,6,1,"2021-Apr"
20210411,"2021-04-11",2021,2,4,Apr,11,Sunday,7,1,"2021-Apr"
20210412,"2021-04-12",2021,2,4,Apr,12,Monday,1,0,"2021-Apr"
20210413,"2021-04-13",2021,2,4,Apr,13,Tuesday,2,0,"2021-Apr"
20210414,"2021-04-14",2021,2,4,Apr,14,Wednesday,3,0,"2021-Apr"
20210415,"2021-04-15",2021,2,4,Apr,15,Thursday,4,0,"2021-Apr"
20210416,"2021-04-16",2021,2,4,Apr,16,Friday,5,0,"2021-Apr"
20210417,"2021-04-17",2021,2,4,Apr,17,Saturday,6,1,"2021-Apr"
20210418,"2021-04-18",2021,2,4,Apr,18,Sunday,7,1,"2021-Apr"
20210419,"2021-04-19",2021,2,4,Apr,19,Monday,1,0,"2021-Apr"
20210420,"2021-04-20",2021,2,4,Apr,20,Tuesday,2,0,"2021-Apr"
20210421,"2021-04-21",2021,2,4,Apr,21,Wednesday,3,0,"2021-Apr"
20210422,"2021-04-22",2021,2,4,Apr,22,Thursday,4,0,"2021-Apr"
20210423,"2021-04-23",2021,2,4,Apr,23,Friday,5,0,"2021-Apr"
20210424,"2021-04-24",2021,2,4,Apr,24,Saturday,6,1,"2021-Apr"
20210425,"2021-04-25",2021,2,4,Apr,25,Sunday,7,1,"2021-Apr"
20210426,"2021-04-26",2021,2,4,Apr,26,Monday,1,0,"2021-Apr"
20210427,"2021-04-27",2021,2,4,Apr,27,Tuesday,2,0,"2021-Apr"
20210428,"2021-04-28",2021,2,4,Apr,28,Wednesday,3,0,"2021-Apr"
20210429,"2021-04-29",2021,2,4,Apr,29,Thursday,4,0,"2021-Apr"
20210430,"2021-04-30",2021,2,4,Apr,30,Friday,5,0,"2021-Apr"
20210501,"2021-05-01",2021,2,5,May,1,Saturday,6,1,"2021-May"
20210502,"2021-05-02",2021,2,5,May,2,Sunday,7,1,"2021-May"
20210503,"2021-05-03",2021,2,5,May,3,Monday,1,0,"2021-May"
20210504,"2021-05-04",2021,2,5,May,4,Tuesday,2,0,"2021-May"
20210505,"2021-05-05",2021,2,5,May,5,Wednesday,3,0,"2021-May"
20210506,"2021-05-06",2021,2,5,May,6,Thursday,4,0,"2021-May"
20210507,"2021-05-07",2021,2,5,May,7,Friday,5,0,"2021-May"
20210508,"2021-05-08",2021,2,5,May,8,Saturday,6,1,"2021-May"
20210509,"2021-05-09",2021,2,5,May,9,Sunday,7,1,"2021-May"
20210510,"2021-05-10",2021,2,5,May,10,Monday,1,0,"2021-May"
20210511,"2021-05-11",2021,2,5,May,11,Tuesday,2,0,"2021-May"
20210512,"2021-05-12",2021,2,5,May,12,Wednesday,3,0,"2021-May"
20210513,"2021-05-13",2021,2,5,May,13,Thursday,4,0,"2021-May"
20210514,"2021-05-14",2021,2,5,May,14,Friday,5,0,"2021-May"
20210515,"2021-05-15",2021,2,5,May,15,Saturday,6,1,"2021-May"
20210516,"2021-05-16",2021,2,5,May,16,Sunday,7,1,"2021-May"
20210517,"2021-05-17",2021,2,5,May,17,Monday,1,0,"2021-May"
20210518,"2021-05-18",2021,2,5,May,18,Tuesday,2,0,"2021-May"
20210519,"2021-05-19",2021,2,5,May,19,Wednesday,3,0,"2021-May"
20210520,"2021-05-20",2021,2,5,May,20,Thursday,4,0,"2021-May"
20210521,"2021-05-21",2021,2,5,May,21,Friday,5,0,"2021-May"
20210522,"2021-05-22",2021,2,5,May,22,Saturday,6,1,"2021-May"
20210523,"2021-05-23",2021,2,5,May,23,Sunday,7,1,"2021-May"
20210524,"2021-05-24",2021,2,5,May,24,Monday,1,0,"2021-May"
20210525,"2021-05-25",2021,2,5,May,25,Tuesday,2,0,"2021-May"
20210526,"2021-05-26",2021,2,5,May,26,Wednesday,3,0,"2021-May"
20210527,"2021-05-27",2021,2,5,May,27,Thursday,4,0,"2021-May"
20210528,"2021-05-28",2021,2,5,May,28,Friday,5,0,"2021-May"
20210529,"2021-05-29",2021,2,5,May,29,Saturday,6,1,"2021-May"
20210530,"2021-05-30",2021,2,5,May,30,Sunday,7,1,"2021-May"
20210531,"2021-05-31",2021,2,5,May,31,Monday,1,0,"2021-May"
20210601,"2021-06-01",2021,2,6,Jun,1,Tuesday,2,0,"2021-Jun"
20210602,"2021-06-02",2021,2,6,Jun,2,Wednesday,3,0,"2021-Jun"
20210603,"2021-06-03",2021,2,6,Jun,3,Thursday,4,0,"2021-Jun"
20210604,"2021-06-04",2021,2,6,Jun,4,Friday,5,0,"2021-Jun"
20210605,"2021-06-05",2021,2,6,Jun,5,Saturday,6,1,"2021-Jun"
20210606,"2021-06-06",2021,2,6,Jun,6,Sunday,7,1,"2021-Jun"
20210607,"2021-06-07",2021,2,6,Jun,7,Monday,1,0,"2021-Jun"
20210608,"2021-06-08",2021,2,6,Jun,8,Tuesday,2,0,"2021-Jun"
20210609,"2021-06-09",2021,2,6,Jun,9,Wednesday,3,0,"2021-Jun"
20210610,"2021-06-10",2021,2,6,Jun,10,Thursday,4,0,"2021-Jun"
20210611,"2021-06-11",2021,2,6,Jun,11,Friday,5,0,"2021-Jun"
20210612,"2021-06-12",2021,2,6,Jun,12,Saturday,6,1,"2021-Jun"
20210613,"2021-06-13",2021,2,6,Jun,13,Sunday,7,1,"2021-Jun"
20210614,"2021-06-14",2021,2,6,Jun,14,Monday,1,0,"2021-Jun"
20210615,"2021-06-15",2021,2,6,Jun,15,Tuesday,2,0,"2021-Jun"
20210616,"2021-06-16",2021,2,6,Jun,16,Wednesday,3,0,"2021-Jun"
20210617,"2021-06-17",2021,2,6,Jun,17,Thursday,4,0,"2021-Jun"
20210618,"2021-06-18",2021,2,6,Jun,18,Friday,5,0,"2021-Jun"
20210619,"2021-06-19",2021,2,6,Jun,19,Saturday,6,1,"2021-Jun"
20210620,"2021-06-20",2021,2,6,Jun,20,Sunday,7,1,"2021-Jun"
20210621,"2021-06-21",2021,2,6,Jun,21,Monday,1,0,"2021-Jun"
20210622,"2021-06-22",2021,2,6,Jun,22,Tuesday,2,0,"2021-Jun"
20210623,"2021-06-23",2021,2,6,Jun,23,Wednesday,3,0,"2021-Jun"
20210624,"2021-06-24",2021,2,6,Jun,24,Thursday,4,0,"2021-Jun"
20210625,"2021-06-25",2021,2,6,Jun,25,Friday,5,0,"2021-Jun"
20210626,"2021-06-26",2021,2,6,Jun,26,Saturday,6,1,"2021-Jun"
20210627,"2021-06-27",2021,2,6,Jun,27,Sunday,7,1,"2021-Jun"
20210628,"2021-06-28",2021,2,6,Jun,28,Monday,1,0,"2021-Jun"
20210629,"2021-06-29",2021,2,6,Jun,29,Tuesday,2,0,"2021-Jun"
20210630,"2021-06-30",2021,2,6,Jun,30,Wednesday,3,0,"2021-Jun"
20210701,"2021-07-01",2021,3,7,Jul,1,Thursday,4,0,"2021-Jul"
20210702,"2021-07-02",2021,3,7,Jul,2,Friday,5,0,"2021-Jul"
20210703,"2021-07-03",2021,3,7,Jul,3,Saturday,6,1,"2021-Jul"
20210704,"2021-07-04",2021,3,7,Jul,4,Sunday,7,1,"2021-Jul"
20210705,"2021-07-05",2021,3,7,Jul,5,Monday,1,0,"2021-Jul"
20210706,"2021-07-06",2021,3,7,Jul,6,Tuesday,2,0,"2021-Jul"
20210707,"2021-07-07",2021,3,7,Jul,7,Wednesday,3,0,"2021-Jul"
20210708,"2021-07-08",2021,3,7,Jul,8,Thursday,4,0,"2021-Jul"
20210709,"2021-07-09",2021,3,7,Jul,9,Friday,5,0,"2021-Jul"
20210710,"2021-07-10",2021,3,7,Jul,10,Saturday,6,1,"2021-Jul"
20210711,"2021-07-11",2021,3,7,Jul,11,Sunday,7,1,"2021-Jul"
20210712,"2021-07-12",2021,3,7,Jul,12,Monday,1,0,"2021-Jul"
20210713,"2021-07-13",2021,3,7,Jul,13,Tuesday,2,0,"2021-Jul"
20210714,"2021-07-14",2021,3,7,Jul,14,Wednesday,3,0,"2021-Jul"
20210715,"2021-07-15",2021,3,7,Jul,15,Thursday,4,0,"2021-Jul"
20210716,"2021-07-16",2021,3,7,Jul,16,Friday,5,0,"2021-Jul"
20210717,"2021-07-17",2021,3,7,Jul,17,Saturday,6,1,"2021-Jul"
20210718,"2021-07-18",2021,3,7,Jul,18,Sunday,7,1,"2021-Jul"
20210719,"2021-07-19",2021,3,7,Jul,19,Monday,1,0,"2021-Jul"
20210720,"2021-07-20",2021,3,7,Jul,20,Tuesday,2,0,"2021-Jul"
20210721,"2021-07-21",2021,3,7,Jul,21,Wednesday,3,0,"2021-Jul"
20210722,"2021-07-22",2021,3,7,Jul,22,Thursday,4,0,"2021-Jul"
20210723,"2021-07-23",2021,3,7,Jul,23,Friday,5,0,"2021-Jul"
20210724,"2021-07-24",2021,3,7,Jul,24,Saturday,6,1,"2021-Jul"
20210725,"2021-07-25",2021,3,7,Jul,25,Sunday,7,1,"2021-Jul"
20210726,"2021-07-26",2021,3,7,Jul,26,Monday,1,0,"2021-Jul"
20210727,"2021-07-27",2021,3,7,Jul,27,Tuesday,2,0,"2021-Jul"
20210728,"2021-07-28",2021,3,7,Jul,28,Wednesday,3,0,"2021-Jul"
20210729,"2021-07-29",2021,3,7,Jul,29,Thursday,4,0,"2021-Jul"
20210730,"2021-07-30",2021,3,7,Jul,30,Friday,5,0,"2021-Jul"
20210731,"2021-07-31",2021,3,7,Jul,31,Saturday,6,1,"2021-Jul"
20210801,"2021-08-01",2021,3,8,Aug,1,Sunday,7,1,"2021-Aug"
20210802,"2021-08-02",2021,3,8,Aug,2,Monday,1,0,"2021-Aug"
20210803,"2021-08-03",2021,3,8,Aug,3,Tuesday,2,0,"2021-Aug"
20210804,"2021-08-04",2021,3,8,Aug,4,Wednesday,3,0,"2021-Aug"
20210805,"2021-08-05",2021,3,8,Aug,5,Thursday,4,0,"2021-Aug"
20210806,"2021-08-06",2021,3,8,Aug,6,Friday,5,0,"2021-Aug"
20210807,"2021-08-07",2021,3,8,Aug,7,Saturday,6,1,"2021-Aug"
20210808,"2021-08-08",2021,3,8,Aug,8,Sunday,7,1,"2021-Aug"
20210809,"2021-08-09",2021,3,8,Aug,9,Monday,1,0,"2021-Aug"
20210810,"2021-08-10",2021,3,8,Aug,10,Tuesday,2,0,"2021-Aug"
20210811,"2021-08-11",2021,3,8,Aug,11,Wednesday,3,0,"2021-Aug"
20210812,"2021-08-12",2021,3,8,Aug,12,Thursday,4,0,"2021-Aug"
